Output,Cit
85.18333333,82.14
85.62888889,82.13777778
86.21111111,82.13555556
85.73,82.13555556
85.32,82.13444444
85.23333333,82.11777778
87.06777778,82.10888889
84.82,82.09555556
87,82.06888889
86.55,82.06888889
84.93222222,82.06888889
86.20111111,82.06666667
85.54444444,82.05666667
85.52444444,82.05444444
86.51888889,82.04222222
85.80333333,82.03222222
85.13444444,82.01888889
85.05777778,82.01333333
85.66111111,82.00111111
85.36555556,82.00111111
86.65777778,82
86.36222222,82
86.24555556,82
86.13555556,82
86.09666667,82
86,82
85.93111111,82
85.92777778,82
85.83444444,82
85.79444444,82
85.52444444,82
85.52,82
85.47666667,82
85.47333333,82
85.43555556,82
85.34111111,82
85.29444444,82
85.27222222,82
84.91,82
84.79555556,82
84.64555556,82
84.30444444,82
84.09333333,82
85.67555556,81.98111111
85.02333333,81.94777778
86.79111111,81.94111111
86.08,81.93777778
85.86,81.92666667
84.93333333,81.91555556
86.34444444,81.91222222
87.14777778,81.89111111
85.64222222,81.89
85.86,81.88555556
86.06666667,81.87333333
85.17111111,81.87
86.46555556,81.86333333
84.93666667,81.85555556
86.06777778,81.84666667
85.72888889,81.83666667
85.74222222,81.82
86.12222222,81.81333333
85.59555556,81.80111111
84.93222222,81.78444444
86.86444444,81.77444444
86.91444444,81.74222222
85.54333333,81.73
86.98555556,81.68
85.45777778,81.67333333
84.16888889,81.67333333
87.13111111,81.66222222
87.13444444,81.66111111
87.06777778,81.66
85.84333333,81.63777778
84.64888889,81.61111111
86.33777778,81.60888889
86.06111111,81.60555556
86.93222222,81.59333333
86.27222222,81.58777778
85.93333333,81.55888889
85.81111111,81.54222222
85.09777778,81.51888889
86.23444444,81.51111111
85.24333333,81.49222222
86.93222222,81.48777778
86.98111111,81.47555556
85.89888889,81.47555556
86.32888889,81.47444444
85.98444444,81.46111111
84.18555556,81.43888889
86,81.41888889
85.59666667,81.41888889
86.06888889,81.41111111
86.13444444,81.40666667
85.42333333,81.40666667
87,81.39111111
86.81111111,81.38111111
86.10777778,81.35222222
86,81.34222222
85.75777778,81.34111111
85.93222222,81.34
85.58222222,81.34
87.31222222,81.33888889
87.18333333,81.32333333
85.45888889,81.32111111
87.05222222,81.32
85.59777778,81.31888889
85.35777778,81.31666667
85.86444444,81.31222222
86.89888889,81.29666667
86.06777778,81.29222222
85.72555556,81.28111111
84.39777778,81.27111111
85.86444444,81.27
85.60888889,81.26444444
86.29555556,81.26222222
86.27,81.25888889
85.44888889,81.25555556
86.14777778,81.23888889
85.86333333,81.22888889
87.20222222,81.20444444
87.55666667,81.20333333
86,81.2
85.56,81.19666667
86.47333333,81.19555556
85.59,81.18
85.34111111,81.13777778
85.88333333,81.13666667
86.13444444,81.13555556
86.03111111,81.13555556
85.90666667,81.13555556
86.20444444,81.13444444
86.79666667,81.13333333
87,81.12777778
86.21444444,81.12111111
84.93111111,81.11555556
87.23,81.10666667
86.06888889,81.09888889
85.98666667,81.09888889
86.73111111,81.07666667
87.93111111,81.06888889
86.17222222,81.06777778
85.93222222,81.06777778
86.27222222,81.03
86.21111111,81.02777778
85.67888889,81.01111111
85.66,81.00666667
87.78666667,81
87.70333333,81
87.47333333,81
87.34444444,81
87.27111111,81
87.25333333,81
87.23333333,81
87.16,81
86.90555556,81
86.86333333,81
86.55555556,81
86.39555556,81
86.30222222,81
86.27111111,81
86.22888889,81
86.22444444,81
86.19,81
86.04,81
86.03888889,81
86.01,81
86,81
85.99222222,81
85.94666667,81
85.90444444,81
85.73,81
85.64111111,81
85.64,81
85.27,81
84.77555556,81
84.74888889,81
79.13222222,81
87.73222222,80.99777778
86.13777778,80.98666667
86.99666667,80.98333333
86.63,80.97111111
86.89777778,80.97
86.13555556,80.95888889
87.53111111,80.95555556
84.57444444,80.94666667
87.79666667,80.93777778
87.08222222,80.93222222
86.06666667,80.93222222
84.20222222,80.92
85.66111111,80.90222222
86.94,80.89333333
86.64444444,80.87777778
86.93222222,80.86444444
86.19111111,80.86444444
85.43666667,80.84555556
85.75444444,80.83111111
86.27333333,80.82666667
86.86555556,80.81333333
86.45222222,80.80555556
85.89111111,80.80222222
86.47333333,80.8
87.14111111,80.79555556
86.05,80.79444444
85.97333333,80.78777778
86.20222222,80.75888889
86.77444444,80.75666667
86.04333333,80.73222222
85.67888889,80.73
87.08,80.72777778
86.05666667,80.72777778
85.82888889,80.72777778
84.93222222,80.71555556
86.31666667,80.70333333
85.87888889,80.69
86.15222222,80.67777778
87.02111111,80.66555556
86,80.66111111
85.78111111,80.66
86.32,80.65888889
84.72777778,80.65888889
86,80.64666667
86.27222222,80.61444444
86.32333333,80.61333333
86.33888889,80.61111111
86.20666667,80.59444444
85.73,80.59333333
86,80.58888889
86.72666667,80.58777778
85.93333333,80.57888889
86.13555556,80.57111111
86.20444444,80.55222222
85.38555556,80.54555556
86.06666667,80.54111111
86.93111111,80.52777778
86.13555556,80.51666667
87.00111111,80.49666667
87.36555556,80.49333333
86.25444444,80.49222222
85.9,80.47444444
85.80333333,80.47444444
85.02222222,80.47
87.15444444,80.46555556
85.79888889,80.46444444
85.66111111,80.44
86.27,80.41666667
85.86444444,80.40888889
87.93222222,80.40777778
86.40555556,80.39333333
85.86444444,80.39
87.93222222,80.38
85.77222222,80.36444444
87.13111111,80.35222222
79.13444444,80.35
85.72888889,80.34111111
86.04777778,80.33888889
85.61888889,80.33888889
85.82444444,80.32444444
88,80.32111111
86.28333333,80.31333333
85.70333333,80.30777778
86.83666667,80.30666667
84.98666667,80.30444444
86.36444444,80.29666667
86.20333333,80.29666667
87.81222222,80.28888889
85.72888889,80.28333333
86.28,80.27888889
86.69,80.27555556
86.61555556,80.27555556
86.79777778,80.27222222
86.33888889,80.27111111
86.07111111,80.27111111
85.08555556,80.26888889
86.10555556,80.26777778
87.93111111,80.26444444
86.64444444,80.26111111
86.59666667,80.25888889
87.27333333,80.25333333
85.92888889,80.25333333
86.20444444,80.25222222
86,80.20666667
86.27333333,80.20555556
88.54111111,80.20444444
84.94666667,80.20444444
86.17777778,80.19555556
86.30666667,80.16333333
86.06777778,80.16222222
86.16666667,80.16111111
87.62222222,80.15555556
86.66,80.13555556
85.12222222,80.13555556
85.90666667,80.13
87.27111111,80.12777778
86.06666667,80.12555556
85.72444444,80.12111111
85.93777778,80.09555556
86.59333333,80.07111111
85.93222222,80.07
88.09777778,80.06888889
87.86333333,80.06888889
86,80.06888889
86.37111111,80.06777778
86.34,80.06777778
86.13444444,80.06777778
87.08444444,80.06666667
85.40666667,80.06666667
86.59888889,80.02111111
85.61333333,80.02
86.77444444,80.01777778
86.46444444,80.01555556
87.80222222,80.00555556
85.08666667,80.00333333
85.96555556,80.00222222
88.40666667,80
88.35555556,80
88.24888889,80
88,80
87.84666667,80
87.30777778,80
87.28666667,80
87.13555556,80
87.08888889,80
87.08666667,80
87.03444444,80
86.86666667,80
86.84,80
86.83444444,80
86.65888889,80
86.59777778,80
86.54444444,80
86.52444444,80
86.47444444,80
86.47222222,80
86.40666667,80
86.38777778,80
86.29777778,80
86.28777778,80
86.27111111,80
86.26444444,80
86.23444444,80
86.23,80
86.17666667,80
86.16777778,80
86.16111111,80
85.99444444,80
85.93222222,80
85.41444444,80
85.39,80
85.32333333,80
85.05333333,80
84.86333333,80
84.75333333,80
86.45666667,79.99888889
87.93222222,79.99555556
86.81,79.99444444
86.13,79.99444444
86.70666667,79.98555556
86.33666667,79.98444444
86.10444444,79.98
86.21444444,79.97222222
87.61111111,79.94777778
87.86444444,79.94333333
87,79.93333333
88.21222222,79.93111111
87.86444444,79.93111111
86.13555556,79.93111111
86.67777778,79.92333333
87.05444444,79.90222222
86.73,79.86444444
86.66111111,79.86444444
86,79.86444444
85.93333333,79.86444444
85.86666667,79.86333333
87.93222222,79.85444444
86.86111111,79.85333333
87.20333333,79.84333333
86.13555556,79.83666667
87.79111111,79.83444444
86.26444444,79.80888889
87.59222222,79.79333333
87.93111111,79.78333333
85.93111111,79.76666667
87.93333333,79.75555556
86.60666667,79.73111111
86.74333333,79.73
86.06666667,79.72888889
86.09333333,79.72777778
86.43666667,79.71666667
87.21555556,79.69333333
86.03888889,79.68666667
87.08777778,79.68444444
86.66111111,79.67777778
87.18555556,79.67333333
88.14333333,79.67111111
85.66,79.66555556
86.93222222,79.66222222
86.86222222,79.66
85.43111111,79.66
88.40333333,79.65888889
88.16,79.65777778
87.95444444,79.65333333
86,79.64555556
87.32,79.63777778
86.54444444,79.63
86.94555556,79.62555556
85.18,79.62555556
86.43666667,79.61333333
86.79666667,79.61
87.93111111,79.59222222
87.81666667,79.59222222
86.80222222,79.59222222
87.35555556,79.59111111
86.72222222,79.58777778
86.66222222,79.58777778
88,79.58666667
87.93111111,79.56555556
86.93555556,79.55444444
87.66222222,79.52666667
87.16888889,79.52222222
86.28888889,79.51444444
87.72777778,79.49888889
87.22444444,79.47888889
86.34222222,79.47444444
88.45111111,79.46888889
87.17777778,79.46666667
88,79.46444444
86.01111111,79.46
86.30777778,79.45666667
86.54222222,79.45
87,79.43111111
85.98555556,79.42222222
86.20222222,79.41444444
87.59777778,79.40777778
85.12,79.40777778
88.20222222,79.39555556
86,79.38111111
87.01,79.37888889
86.32444444,79.37888889
87.84888889,79.35
86.59777778,79.34111111
87.3,79.34
86.20222222,79.34
85.66333333,79.31555556
86.52333333,79.27666667
86.25666667,79.27111111
87.68111111,79.27
87.21111111,79.25666667
86.81444444,79.25111111
87.37222222,79.24888889
87.67555556,79.24666667
86.81444444,79.24
87.72777778,79.23555556
88.67888889,79.23222222
86.58333333,79.22
86.13666667,79.21555556
86.13666667,79.20777778
86.45666667,79.20444444
87.14555556,79.20333333
88,79.20222222
88.19333333,79.19888889
85.93111111,79.19
88.17,79.17777778
86.90222222,79.17555556
85.26111111,79.15888889
87.21444444,79.14888889
86.52555556,79.14333333
87.24555556,79.14222222
86.28555556,79.13777778
87.91333333,79.13666667
87.75777778,79.13666667
86.86333333,79.13666667
88.20333333,79.13555556
86.08,79.13555556
86.80333333,79.13444444
86.86666667,79.13333333
87.34333333,79.12666667
86.90111111,79.12666667
86.30333333,79.12555556
86.79666667,79.11333333
87.26888889,79.10888889
87.20333333,79.10777778
86.52111111,79.10555556
86.75777778,79.09
87.13777778,79.07777778
87.45777778,79.06888889
86.93222222,79.06888889
86.23111111,79.06888889
87,79.06777778
85.96222222,79.06777778
87.70888889,79.06333333
87,79.05888889
87.77777778,79.02555556
87.15,79.02
88.19444444,79
88.13777778,79
88.01444444,79
88,79
87.99888889,79
87.97888889,79
87.94555556,79
87.82,79
87.68777778,79
87.59555556,79
87.59333333,79
87.40222222,79
87.33888889,79
87.33777778,79
87.17555556,79
87.13777778,79
87.13222222,79
87.07111111,79
87,79
86.96222222,79
86.93333333,79
86.93222222,79
86.90666667,79
86.90444444,79
86.86444444,79
86.83111111,79
86.8,79
86.72777778,79
86.72333333,79
86.70111111,79
86.65222222,79
86.60222222,79
86.56555556,79
86.35333333,79
86.32888889,79
86.13444444,79
86.04555556,79
85.93333333,79
85.69888889,79
88.15333333,78.99888889
86.93111111,78.97444444
86.27,78.95555556
86.54222222,78.94777778
87.97666667,78.94444444
87.64888889,78.93333333
87.00111111,78.93222222
86.93333333,78.93111111
88,78.93
86.86444444,78.92777778
86.20333333,78.90111111
87.99888889,78.87111111
87.03,78.86555556
87.79666667,78.86444444
85.82555556,78.86444444
87.00222222,78.86333333
87.07555556,78.86222222
87.79666667,78.86111111
87.45888889,78.85111111
87.74111111,78.84555556
88,78.83222222
88.33333333,78.83111111
87.14555556,78.83
87.12111111,78.82444444
87.53444444,78.82222222
85.79555556,78.81111111
86.99333333,78.80222222
88,78.8
88,78.79777778
87,78.79666667
86.87555556,78.79666667
88.20333333,78.79555556
87.28888889,78.79555556
87.41111111,78.77888889
87.74555556,78.77333333
87.37555556,78.75444444
86.67333333,78.75444444
86.54333333,78.73111111
86.27333333,78.73
87.18777778,78.72888889
88,78.72777778
86.42,78.72777778
86.30777778,78.72333333
87.03111111,78.70222222
88.20222222,78.69222222
88.52444444,78.67777778
87.14777778,78.67777778
86.05777778,78.67555556
86.27111111,78.66888889
87.66111111,78.66222222
87.39333333,78.66222222
87.81777778,78.66111111
88.16888889,78.63555556
85.59111111,78.62555556
87.06333333,78.61111111
86.42444444,78.61
87.88555556,78.6
86.88666667,78.58555556
86.76333333,78.58111111
86.53333333,78.57555556
88.81,78.57333333
88.36666667,78.56777778
86.68444444,78.56666667
85.72777778,78.56666667
88.18555556,78.56333333
87.03777778,78.54777778
87.19444444,78.54444444
87,78.54444444
87.86333333,78.54222222
87.27666667,78.54111111
86.60444444,78.53888889
88.17888889,78.53666667
86.06666667,78.52555556
88.81111111,78.52444444
87.25222222,78.52444444
87.72888889,78.51888889
87.88111111,78.49777778
86.13666667,78.48222222
88.7,78.47888889
87.06666667,78.47888889
88.03,78.45
88.22555556,78.40888889
87.13333333,78.40777778
88.13666667,78.40666667
86.67444444,78.40666667
88.66111111,78.40555556
86.47666667,78.39888889
86.72333333,78.38
88.04555556,78.37888889
88.11444444,78.37222222
86.33777778,78.36111111
88.83666667,78.35777778
86.93111111,78.35666667
87.55111111,78.35333333
87.13666667,78.34
87.06777778,78.33888889
87.04555556,78.33888889
86.86555556,78.33777778
88,78.33222222
87.56777778,78.31222222
86.93333333,78.29555556
87.78666667,78.27666667
87.34222222,78.27111111
87.13888889,78.27111111
87.79111111,78.26
88.54333333,78.25777778
87.06888889,78.24333333
86.61333333,78.23777778
87.59888889,78.23555556
88.47555556,78.21555556
88.14777778,78.20888889
86.93222222,78.20555556
86.94333333,78.20444444
88.86333333,78.20333333
86.86444444,78.20333333
86.69777778,78.20333333
87.27111111,78.19111111
86.58888889,78.18666667
86.99444444,78.17666667
86.10666667,78.17
85.84,78.14555556
88,78.13666667
87.15333333,78.13666667
86.71,78.13666667
88.72777778,78.13555556
86.56,78.13555556
88,78.13333333
88.01222222,78.13
87.77222222,78.13
88.17444444,78.12222222
87.99888889,78.11444444
88.18444444,78.06777778
87,78.06777778
86.93111111,78.06777778
86.9,78.06777778
85.94,78.06777778
85.85333333,78.06777778
88.86444444,78.06666667
87.93111111,78.05777778
87.70888889,78.05777778
87.92777778,78.05666667
87.16555556,78.05333333
87.72666667,78.05222222
88.74777778,78.05111111
86.67888889,78.04
88.23444444,78.03777778
88.27,78.03111111
88.06222222,78.03111111
86.80666667,78.00111111
88.91888889,78
88.73666667,78
88.52555556,78
88.27888889,78
88.25555556,78
88.20555556,78
88.06888889,78
88,78
87.99777778,78
87.97,78
87.72888889,78
87.71111111,78
87.65888889,78
87.47777778,78
87.36666667,78
87.29111111,78
87.24,78
87.23777778,78
87.21555556,78
87.21,78
87.20222222,78
87.19111111,78
87.14666667,78
87.13444444,78
87.10555556,78
87.08222222,78
87.07222222,78
87.06777778,78
87.05666667,78
87.01444444,78
87,78
86.93222222,78
86.92555556,78
86.90222222,78
86.87666667,78
86.79888889,78
86.73,78
86.72888889,78
86.43444444,78
86.32222222,78
86.05222222,78
86.97777778,77.99666667
88.25777778,77.98333333
87.13555556,77.98222222
88.44222222,77.98
87,77.96444444
87.16222222,77.96333333
88.51777778,77.96222222
85.86444444,77.95666667
88.13666667,77.95555556
88.53555556,77.94444444
88.86111111,77.93333333
87.27333333,77.93333333
86.93222222,77.93333333
86.86,77.93222222
88.01888889,77.93111111
86.78111111,77.93111111
88.65888889,77.92777778
87.99222222,77.92111111
88.27222222,77.91777778
87.93,77.90666667
87.48222222,77.87555556
88.06555556,77.87222222
86.82888889,77.86666667
88.25444444,77.86555556
88.96666667,77.86444444
88.90555556,77.86444444
88.26444444,77.86444444
88.20333333,77.86444444
86,77.86444444
88,77.84888889
88.26888889,77.84777778
87.54333333,77.84666667
86.93555556,77.83777778
86.20333333,77.83555556
86.56,77.82777778
88.16111111,77.82111111
87.94222222,77.79666667
87.86444444,77.79666667
87.78111111,77.79666667
88.33888889,77.79555556
88.16222222,77.79555556
88.4,77.75888889
88.20222222,77.75666667
87.79555556,77.75
87.90777778,77.73
88.82555556,77.72888889
87.86444444,77.72777778
87,77.72777778
88.06888889,77.72333333
87.52444444,77.72111111
86,77.69777778
87.91666667,77.68666667
88.06555556,77.67333333
87.73555556,77.66777778
88.54333333,77.66
87.72888889,77.66
86.20333333,77.66
86.00444444,77.65222222
87,77.65111111
88.20555556,77.64888889
87.20222222,77.62777778
87.59,77.61777778
87.96555556,77.61222222
88.14333333,77.61111111
87.04555556,77.61
87.11777778,77.60666667
88.34222222,77.59333333
88.14333333,77.59222222
87,77.59222222
88.73111111,77.58111111
88.02444444,77.57111111
86.94555556,77.57111111
88.86333333,77.56333333
87.20666667,77.55222222
87.34,77.54666667
87.82,77.54444444
86.06777778,77.54222222
86.81222222,77.53555556
89.00888889,77.52444444
87.81444444,77.52444444
87.13555556,77.52111111
87.06888889,77.51111111
87.82666667,77.50111111
86.93222222,77.5
88.83777778,77.49777778
88.52777778,77.48333333
87.10666667,77.47777778
87.72777778,77.47666667
87.31444444,77.47333333
87.59777778,77.46555556
88.27111111,77.45666667
86.94111111,77.44888889
87.11,77.44
87,77.42666667
88.09,77.42111111
87.54,77.42111111
88.83888889,77.41777778
88,77.41444444
87.66,77.40777778
87.23,77.40777778
86.92,77.40777778
89.06777778,77.4
88.19555556,77.39333333
88.20888889,77.39
87.33777778,77.38888889
87.03555556,77.38888889
87.13666667,77.38222222
86.86555556,77.38222222
87.33666667,77.37111111
86.95888889,77.36666667
86.76666667,77.36666667
87.62777778,77.35888889
87.96111111,77.35444444
88.93222222,77.33888889
88.31777778,77.33888889
87.06333333,77.33777778
86.79333333,77.33666667
87.83333333,77.33222222
86,77.32666667
88.61555556,77.31
88.92555556,77.29666667
87.41,77.28555556
86.78444444,77.28222222
87.33777778,77.28111111
87.57777778,77.27222222
88.71555556,77.26777778
89.07666667,77.26111111
88.28555556,77.25555556
88.19444444,77.25444444
88.31555556,77.25111111
87.93111111,77.25111111
88.18666667,77.24333333
87.75555556,77.23
87.38333333,77.22888889
88.33111111,77.22333333
86.43888889,77.22
88.40777778,77.21555556
88,77.20555556
86.98555556,77.20444444
89.03333333,77.20333333
89.15333333,77.20222222
87.15444444,77.19777778
87.13444444,77.18777778
88.41222222,77.18
87.83222222,77.14222222
87.00444444,77.14222222
87.13666667,77.13777778
88.59222222,77.13666667
87.90888889,77.13666667
87.06777778,77.13666667
89.27444444,77.13555556
88.65555556,77.13555556
87.84333333,77.13555556
86.13555556,77.13555556
87.33888889,77.13444444
88.86444444,77.12666667
89.20222222,77.11888889
87.32,77.11
88.66222222,77.08777778
80.11555556,77.08
88.83222222,77.06777778
87.91777778,77.06777778
87.33777778,77.06777778
89.08444444,77.06666667
88.09333333,77.06666667
88.54888889,77.04777778
88.89777778,77.04333333
86,77.03
86.89,77.02888889
87.13444444,77.01777778
88.33777778,77.00777778
88.31,77.00444444
105.22,77
89.13666667,77
89.11333333,77
89.11111111,77
88.99888889,77
88.89111111,77
88.77666667,77
88.75888889,77
88.72888889,77
88.67555556,77
88.66111111,77
88.62888889,77
88.57777778,77
88.55888889,77
88.46666667,77
88.34333333,77
88.30555556,77
88.20666667,77
88.18555556,77
88.15333333,77
88.15,77
88.14333333,77
88,77
87.96,77
87.93222222,77
87.93111111,77
87.92666667,77
87.86333333,77
87.78888889,77
87.75,77
87.73,77
87.70222222,77
87.69555556,77
87.64555556,77
87.59444444,77
87.54444444,77
87.54111111,77
87.40666667,77
87.34111111,77
87.21555556,77
87.13555556,77
87.00333333,77
87,77
86.87666667,77
86.63333333,77
86.24222222,77
86.27,76.96666667
88.65777778,76.96555556
88.69,76.95111111
89.33777778,76.94888889
88.55222222,76.94777778
88.67888889,76.94666667
86.59333333,76.94666667
87,76.94555556
86.20333333,76.93333333
87.06666667,76.93222222
87.77555556,76.93111111
87.54444444,76.93111111
89.81555556,76.92444444
87.23444444,76.92111111
87,76.91888889
87.27444444,76.89888889
87.20444444,76.89
89.29,76.88222222
87.63555556,76.87777778
87.81,76.87666667
