Output,Cit
88.34111111,76.86444444
86.90777778,76.86444444
88.20333333,76.86333333
87.02111111,76.86333333
88.52222222,76.85888889
88.42,76.85555556
88.44888889,76.84888889
89.27111111,76.84555556
87.06777778,76.83777778
87.05222222,76.83666667
87.07,76.82777778
89.06666667,76.81777778
88.73444444,76.81444444
88.06,76.81444444
87.94,76.79777778
89.13555556,76.79666667
88.34,76.79555556
88.97777778,76.79444444
87.81666667,76.79444444
87.54222222,76.79333333
88.30888889,76.77888889
89.20111111,76.76777778
88.16333333,76.73
87.93222222,76.72888889
87.93222222,76.72777778
87.91444444,76.72777778
86.72888889,76.72777778
87.95777778,76.72666667
87.34222222,76.72666667
89,76.72111111
88.77555556,76.71777778
89.24444444,76.70555556
88,76.70222222
88.96666667,76.67777778
89.20444444,76.67222222
88,76.67
87.45555556,76.66888889
88.47777778,76.66777778
88.20444444,76.66111111
88.06777778,76.66111111
88.36444444,76.66
88.14888889,76.65111111
87.28333333,76.64555556
88.15,76.63666667
88.32555556,76.62888889
89.41333333,76.62666667
87.59111111,76.61222222
88.73,76.61111111
89.27555556,76.60666667
87.93666667,76.59222222
88,76.58555556
89.15777778,76.57555556
88.12,76.57111111
88.91555556,76.54333333
87.72666667,76.54333333
89.01666667,76.53888889
88.33888889,76.52444444
88.95,76.52222222
89.74222222,76.49888889
89.10777778,76.48111111
89.00222222,76.47555556
87.96777778,76.46
86.96222222,76.45888889
88.22,76.45
88.58222222,76.44111111
88.59222222,76.42222222
88.86555556,76.42111111
88.82222222,76.42111111
89.27333333,76.41333333
87.74888889,76.41333333
89,76.40666667
87.06555556,76.39222222
88.79666667,76.39111111
88.86777778,76.38444444
87.24,76.38
89.01333333,76.37222222
88,76.36666667
86.59333333,76.36444444
87.98,76.34
89,76.33888889
88.86333333,76.33888889
87.17111111,76.33888889
89.13222222,76.32
87.86333333,76.30888889
87.74444444,76.30111111
86.86444444,76.28555556
87.40888889,76.27333333
89.29333333,76.27222222
86.80444444,76.27222222
88.29777778,76.27111111
89.25333333,76.27
88.21111111,76.26888889
89.41555556,76.25333333
88.93111111,76.24
87.39111111,76.22333333
88,76.21333333
88.93888889,76.21
89.21333333,76.20444444
89,76.20444444
88.90555556,76.20333333
87.66555556,76.20333333
88.16444444,76.20222222
88.20333333,76.19444444
87.67777778,76.18666667
88,76.18444444
88.41666667,76.18222222
87.66888889,76.17444444
88.06888889,76.17222222
88.04555556,76.17222222
88.99888889,76.17111111
88.31111111,76.17111111
88.66,76.16777778
88.84888889,76.16444444
88.13555556,76.15111111
88.37111111,76.14777778
88.33888889,76.14
89.01555556,76.13555556
88.02555556,76.13555556
88,76.13555556
87.79666667,76.13555556
88.88666667,76.13444444
105.6811111,76.12666667
89.06777778,76.12666667
87.92777778,76.11666667
87.47888889,76.11111111
88.56444444,76.10444444
87.16111111,76.09666667
89.26,76.09
87.80777778,76.07777778
88,76.06888889
89.45555556,76.06777778
89.20333333,76.06777778
89.02888889,76.06777778
88.32222222,76.06777778
87.87888889,76.06777778
89.03444444,76.06444444
88.47333333,76.06333333
88.32777778,76.06111111
87.63777778,76.05
86.67111111,76.04333333
89.13666667,76.03333333
88.01888889,76.02222222
89.27555556,76.02
87.71888889,76.01666667
88.28666667,76.01
88.12888889,76.00555556
89.86555556,76
89.53555556,76
89.25333333,76
89.20333333,76
89.17888889,76
89.13333333,76
89.13111111,76
89,76
88.93666667,76
88.93222222,76
88.86333333,76
88.79555556,76
88.74888889,76
88.73222222,76
88.72777778,76
88.72222222,76
88.68,76
88.67777778,76
88.61888889,76
88.61222222,76
88.47666667,76
88.40555556,76
88.27444444,76
88.27111111,76
88.26888889,76
88.20555556,76
88.20444444,76
88.20333333,76
88.20222222,76
88.17444444,76
88.14444444,76
88.06777778,76
88.05888889,76
88.05222222,76
88.00555556,76
88,76
87.98222222,76
87.95222222,76
87.93555556,76
87.93333333,76
87.89111111,76
87.79666667,76
87.73,76
87.72888889,76
87.72222222,76
87.70888889,76
87.66333333,76
87.27333333,76
87.13666667,76
87.10222222,76
87.06888889,76
87,76
86.83444444,76
86.66777778,76
87.79888889,75.99888889
88.93111111,75.97777778
87.69444444,75.97222222
87.93333333,75.96444444
87.15888889,75.96444444
105.8988889,75.95888889
89.06777778,75.95333333
87.99888889,75.94888889
88.20333333,75.94555556
89,75.93222222
88.72777778,75.93111111
88.52444444,75.93111111
90,75.92444444
89.25444444,75.92444444
88.27,75.91444444
88,75.90777778
89.24333333,75.88333333
88.06777778,75.87111111
88.06111111,75.86555556
90.06555556,75.86111111
88.55111111,75.85222222
89.34111111,75.83888889
88.45666667,75.80888889
88.19666667,75.79888889
89.33888889,75.79666667
88.20777778,75.78888889
88.93222222,75.78444444
89.15333333,75.77222222
88.95555556,75.74888889
88.45666667,75.74666667
88.13666667,75.74111111
87.80222222,75.73888889
89.20444444,75.73777778
88.96666667,75.73777778
87.87444444,75.72888889
89.25222222,75.72777778
89.16888889,75.72777778
89.59111111,75.71888889
88.06666667,75.71555556
88.84333333,75.70666667
88.86444444,75.68111111
89.06777778,75.66555556
87.83333333,75.66222222
87.67777778,75.66111111
89,75.66
89.24333333,75.65555556
87.73333333,75.65111111
86.63666667,75.64777778
88.79666667,75.63777778
88.37444444,75.63555556
87.51888889,75.63555556
80.79888889,75.62555556
88.84222222,75.59777778
89.27333333,75.59555556
89.06777778,75.59222222
88.86666667,75.57444444
88.32,75.57222222
89,75.56333333
88.34,75.56333333
88,75.56222222
88.05111111,75.55222222
88.81111111,75.54555556
88.75777778,75.54555556
88.38777778,75.54222222
89.30333333,75.53666667
88.13555556,75.52666667
87.93222222,75.52333333
89.59444444,75.5
86.79666667,75.49555556
87.90666667,75.49444444
88.54444444,75.48666667
88.32,75.47555556
88.68555556,75.47444444
87.86444444,75.46777778
89.26555556,75.46
87.72777778,75.44555556
89.44,75.44333333
88.66666667,75.42888889
88.13555556,75.42555556
88.94555556,75.40888889
88.13555556,75.40777778
90.15111111,75.40666667
88.46666667,75.40333333
89.13666667,75.37777778
87.54888889,75.37555556
89.29777778,75.37444444
88.62555556,75.37333333
87.11,75.37111111
88.09888889,75.34
88.34111111,75.33777778
88.88888889,75.33222222
88.79333333,75.33222222
87.52444444,75.32333333
88.93666667,75.32111111
88.06777778,75.31222222
89.74111111,75.28
89,75.27111111
88.32777778,75.27
87.99,75.27
88.56555556,75.26888889
88.93222222,75.24555556
88.32111111,75.24
89,75.22111111
88.82555556,75.21777778
89.77222222,75.20888889
90.15222222,75.20444444
89.35,75.20333333
88.58888889,75.20111111
88.24666667,75.19
88.96111111,75.18333333
88.41111111,75.15555556
88.68111111,75.15222222
89,75.15
87.60555556,75.14111111
89,75.14
89.12,75.13555556
88.77666667,75.13555556
88.52333333,75.13444444
89.90444444,75.12666667
88.52555556,75.12666667
89.03333333,75.11777778
88.99222222,75.11777778
88.20333333,75.11777778
88.32333333,75.10888889
89.84222222,75.10666667
87.84444444,75.10444444
89.97333333,75.10333333
88.70222222,75.09444444
88.27444444,75.09444444
89.71888889,75.08222222
88.15222222,75.06888889
89.16666667,75.06777778
88.81333333,75.06777778
88.81111111,75.06777778
88.40888889,75.06777778
88.70222222,75.06333333
89.68111111,75.05888889
87.89,75.05444444
88.04444444,75.05
87.72222222,75.00555556
105.5277778,75
90.32555556,75
90.20555556,75
90.20444444,75
90.00777778,75
89.80333333,75
89.69555556,75
89.67666667,75
89.65111111,75
89.54444444,75
89.34777778,75
89.27888889,75
89.20333333,75
89.16444444,75
89.10333333,75
89.09666667,75
89.07111111,75
88.99333333,75
88.96,75
88.95333333,75
88.93555556,75
88.93333333,75
88.93222222,75
88.91,75
88.89333333,75
88.86555556,75
88.86333333,75
88.84777778,75
88.82777778,75
88.82222222,75
88.82,75
88.79555556,75
88.77777778,75
88.73666667,75
88.72333333,75
88.64333333,75
88.59333333,75
88.47333333,75
88.45777778,75
88.40888889,75
88.38888889,75
88.38444444,75
88.35333333,75
88.34111111,75
88.34,75
88.33888889,75
88.33666667,75
88.32111111,75
88.26222222,75
88.23333333,75
88.18333333,75
88.13555556,75
88.07222222,75
88.06888889,75
88.06777778,75
88.06666667,75
88,75
87.97444444,75
87.93333333,75
87.88111111,75
87.59222222,75
87.38777778,75
87,74.99777778
87.72666667,74.99555556
89.45777778,74.97444444
88.08111111,74.97444444
87.39,74.95666667
88.27333333,74.95222222
88.73,74.94333333
88.95888889,74.93777778
88.36444444,74.93555556
90.57555556,74.93222222
90.14444444,74.93222222
88.20222222,74.93222222
88.88222222,74.93111111
88.25444444,74.92777778
89.13444444,74.92555556
88.32,74.91333333
88.39,74.90111111
88,74.89888889
88.66888889,74.88777778
89,74.87555556
90.20777778,74.86888889
89,74.86444444
88.30666667,74.86333333
87.66111111,74.85666667
89.23111111,74.84666667
89.47555556,74.84333333
90,74.83777778
89,74.83777778
90.26777778,74.83222222
88.73444444,74.82666667
89.84111111,74.79777778
89.46444444,74.79666667
88.06888889,74.79666667
87.42777778,74.79666667
88.93222222,74.79444444
88.86444444,74.77111111
89.98111111,74.77
87.17888889,74.76111111
89.20555556,74.75888889
89.42,74.75333333
89.89333333,74.73555556
88.63888889,74.73111111
89.93,74.72777778
87.69111111,74.72777778
89.81333333,74.71777778
81.03555556,74.71111111
90.27,74.69111111
88.93111111,74.68666667
89.61111111,74.68555556
88.89666667,74.68222222
89.19222222,74.68
88.72888889,74.68
88.31,74.67888889
90.72888889,74.67666667
89.95111111,74.66888889
88.46222222,74.66666667
89.72555556,74.65666667
89.82,74.64888889
89.29777778,74.64444444
89.11666667,74.64
88.80444444,74.64
87.93222222,74.63666667
89.10111111,74.63555556
88.52333333,74.63222222
88,74.62444444
89.78888889,74.62111111
88.13444444,74.61777778
89.06333333,74.61111111
89.84666667,74.61
89.13333333,74.60444444
88.20222222,74.60333333
88,74.60111111
88.76777778,74.59444444
89.52333333,74.59333333
89.47111111,74.59333333
88.64444444,74.59222222
89.77666667,74.59111111
89.74222222,74.58555556
88.65444444,74.58333333
89.35111111,74.58
89.59,74.55777778
88.78888889,74.54888889
89.06,74.54
90,74.52555556
89.03555556,74.52555556
88.71,74.51777778
89.07111111,74.50777778
88.13444444,74.49666667
88.79444444,74.49222222
88.02333333,74.47555556
88.54444444,74.47444444
89.17555556,74.46444444
89.82333333,74.46222222
89.99888889,74.46111111
89.06777778,74.45555556
88.45,74.45444444
89.06666667,74.44444444
88.06666667,74.43666667
88.61111111,74.42555556
88.63111111,74.42444444
88.13555556,74.40888889
90.02666667,74.38666667
105.8622222,74.38444444
90.26555556,74.36777778
89.88555556,74.36111111
89.86333333,74.35333333
88.23555556,74.34777778
88.82888889,74.33666667
89.94333333,74.32777778
89.56222222,74.32444444
89.41888889,74.32444444
88.34444444,74.32111111
89.07777778,74.29666667
88.61333333,74.28555556
89.20333333,74.27111111
88.06888889,74.27111111
88.34,74.26333333
88.72888889,74.23333333
89.47444444,74.22888889
89.13666667,74.22333333
88.15888889,74.21555556
89.41333333,74.20555556
87.78555556,74.20555556
89.80888889,74.20444444
89.80777778,74.20333333
88.00777778,74.20333333
81.38777778,74.20222222
90.12111111,74.19333333
88.67888889,74.19333333
89.34,74.18333333
89.06,74.18222222
90.78777778,74.18
90.32555556,74.17888889
90.33555556,74.15888889
89,74.13666667
89.91333333,74.13555556
89.22666667,74.13555556
87.93111111,74.13555556
88.86555556,74.13444444
89.19333333,74.13333333
89.48222222,74.13222222
87.82444444,74.12555556
88.13666667,74.11888889
87.93222222,74.11666667
88.81111111,74.11333333
87.34,74.10555556
87.98111111,74.10333333
88.43222222,74.10222222
89.55,74.09777778
89.65888889,74.09666667
89.06,74.09111111
89.66444444,74.07222222
88.45666667,74.07111111
89.16333333,74.06777778
88.79444444,74.06777778
88.79444444,74.06666667
88.70777778,74.06666667
88.77333333,74.05333333
89.14666667,74.05111111
89.17222222,74.03777778
88.60888889,74.03333333
90,74.02
90.71777778,74
90.44111111,74
90.40777778,74
90.40555556,74
90.38666667,74
90.35111111,74
90.20555556,74
90.20222222,74
90.19,74
90.13444444,74
90.11666667,74
90.07,74
90.06888889,74
90.06777778,74
90.00777778,74
90,74
89.98111111,74
89.95222222,74
89.93222222,74
89.91888889,74
89.86444444,74
89.85666667,74
89.85,74
89.81555556,74
89.72777778,74
89.69777778,74
89.57666667,74
89.36888889,74
89.31111111,74
89.26111111,74
89.26,74
89.20222222,74
89.17777778,74
89.14444444,74
89.14222222,74
89.13555556,74
89.06666667,74
89.06222222,74
89.02666667,74
89,74
88.98111111,74
88.91333333,74
88.84444444,74
88.82,74
88.81888889,74
88.79777778,74
88.79555556,74
88.79111111,74
88.78,74
88.74777778,74
88.74444444,74
88.72888889,74
88.72777778,74
88.72444444,74
88.66222222,74
88.52444444,74
88.52333333,74
88.39222222,74
88.27222222,74
88.18666667,74
88.17,74
88.14666667,74
88.13444444,74
88.11333333,74
88.09555556,74
88.09111111,74
88.03111111,74
88,74
87.93222222,74
87.86444444,74
87.81222222,74
87.72888889,74
87.72777778,74
87.68,74
87.34111111,74
87.26666667,74
87.13555556,74
90.39111111,73.99888889
88.98555556,73.99777778
89.93222222,73.99444444
89.79666667,73.99111111
90,73.98333333
88.23,73.93888889
90.16555556,73.93222222
88.71555556,73.93222222
89.25666667,73.93111111
88.54333333,73.92888889
88.16777778,73.91777778
90.58333333,73.91444444
90.33,73.90444444
90.06888889,73.87777778
90.08888889,73.86555556
88.81333333,73.86555556
89.13777778,73.86333333
88.83333333,73.86333333
88.59111111,73.86222222
89.45555556,73.86
90.11888889,73.85333333
89.16555556,73.84888889
88.66111111,73.84222222
90,73.84111111
88.26111111,73.84
89.13222222,73.83333333
89.27333333,73.82666667
88.56111111,73.81555556
89,73.80333333
88.94666667,73.79666667
90.65888889,73.79555556
89.33777778,73.79555556
89.93222222,73.79111111
88.38777778,73.78111111
90.56,73.77
88.61222222,73.76666667
88.93222222,73.74555556
89.06777778,73.74222222
88.20333333,73.73
90.12777778,73.72888889
89.66111111,73.72888889
90.13444444,73.72777778
90.18666667,73.72444444
90.27111111,73.71222222
89.13,73.71
89.06666667,73.70888889
88.81555556,73.70777778
89.93333333,73.70111111
89.17444444,73.69888889
89.19666667,73.69444444
89,73.68777778
105.9744444,73.67222222
90,73.66111111
88.72777778,73.65
89.16555556,73.64666667
88.90222222,73.62666667
90.32444444,73.62444444
89.31666667,73.59333333
89.52555556,73.55666667
88.59111111,73.55222222
90.61111111,73.55111111
88.27111111,73.54444444
89.19555556,73.54
90.06444444,73.53222222
89.08,73.51555556
88.19444444,73.50777778
90,73.48111111
89,73.48
90.15222222,73.47666667
89.11777778,73.47666667
90.20222222,73.46222222
90.00333333,73.45888889
89.56555556,73.45777778
90.27333333,73.45555556
90.06777778,73.45555556
88.20444444,73.44888889
89.52222222,73.43111111
89.63888889,73.43
90.67666667,73.42222222
88.34,73.42
90,73.41777778
90.16333333,73.40555556
89.39111111,73.40444444
88.22444444,73.39222222
89,73.39111111
89.28111111,73.39
89.03666667,73.39
90.22777778,73.37111111
88.66333333,73.35666667
88.84555556,73.35222222
89.76444444,73.32777778
89,73.32222222
90.02111111,73.32111111
89.21444444,73.32111111
90,73.30777778
89.61222222,73.30222222
88.30333333,73.29444444
90.46333333,73.27888889
90.19222222,73.27222222
89.78666667,73.27222222
88.06777778,73.27222222
87.94555556,73.27222222
89.20555556,73.27111111
90.33555556,73.27
90.13555556,73.27
89.30555556,73.24888889
90.31777778,73.24
89.65333333,73.22888889
89.03555556,73.21888889
90.27333333,73.21666667
90.97888889,73.21444444
90.93222222,73.21333333
90.06888889,73.21111111
88.27444444,73.20444444
89.08888889,73.20222222
90.53444444,73.20111111
88.96222222,73.18888889
88.87555556,73.17444444
90.21,73.15888889
88.01888889,73.15444444
89.35111111,73.14
88.72777778,73.13666667
89.90222222,73.13444444
88.02444444,73.13111111
88.24666667,73.12555556
90.03111111,73.10888889
90.68,73.10666667
91.06333333,73.08333333
89.32333333,73.06888889
89.06888889,73.06888889
90.52222222,73.06666667
89,73.06666667
90.11222222,73.06555556
90.79888889,73.02444444
89.93111111,73.02
90.77888889,73.01555556
89.33888889,73.01
89.19777778,73.00111111
91.02777778,73
90.93333333,73
90.91333333,73
90.91,73
90.86444444,73
90.85666667,73
90.78,73
90.77,73
90.75,73
90.74444444,73
90.61222222,73
90.59222222,73
90.53666667,73
90.41,73
90.30777778,73
90.27,73
90.22666667,73
90.19222222,73
90.17777778,73
90.06777778,73
90.04444444,73
90,73
89.97444444,73
89.94,73
89.93222222,73
89.93111111,73
89.88444444,73
89.86444444,73
89.84888889,73
89.83666667,73
89.79888889,73
89.79333333,73
89.75111111,73
89.72888889,73
89.72666667,73
89.70222222,73
89.66222222,73
89.66,73
89.65888889,73
89.56444444,73
89.55888889,73
89.52555556,73
89.52444444,73
89.52222222,73
89.47333333,73
89.46333333,73
89.41222222,73
89.36444444,73
89.35888889,73
89.26888889,73
89.23777778,73
89.20333333,73
89.16777778,73
89.15888889,73
89.14666667,73
89.13555556,73
89.08666667,73
89.06777778,73
89.04888889,73
89.04111111,73
89,73
88.89555556,73
88.86333333,73
88.86222222,73
88.86,73
88.79666667,73
88.72888889,73
88.72555556,73
88.67888889,73
88.39333333,73
88.34777778,73
88.33777778,73
88.32333333,73
88.32222222,73
88.31333333,73
88.26888889,73
88.25888889,73
88.20222222,73
88.19222222,73
88.14333333,73
88.13666667,73
88.06888889,73
88.06777778,73
88,73
87.99888889,73
87.93777778,73
87.86444444,73
89.31444444,72.99777778
90.20111111,72.98444444
90.20444444,72.94444444
88.20222222,72.93444444
90.13666667,72.93333333
89.77333333,72.93333333
90.79666667,72.93222222
91.13777778,72.93111111
89.52,72.90666667
87.92777778,72.89777778
89.77888889,72.87777778
89.26777778,72.87
87.10333333,72.86666667
89.80333333,72.86444444
89.7,72.86444444
88.64555556,72.86444444
90.79888889,72.85777778
89.81555556,72.84444444
89.40666667,72.81777778
87.06555556,72.81666667
90.81333333,72.81111111
89.94444444,72.76777778
89.66333333,72.74666667
88.38222222,72.73888889
90.20555556,72.73444444
89.74111111,72.73333333
89.01666667,72.73333333
89.44111111,72.73222222
90.90222222,72.73111111
91.03555556,72.72888889
90.12666667,72.72888889
88.7,72.72777778
89.72777778,72.72111111
90,72.71222222
89.23222222,72.69666667
89,72.68666667
89.35666667,72.67777778
90.1,72.67666667
89.26666667,72.67666667
90.79,72.66888889
91.12444444,72.66333333
90,72.66
90.13555556,72.65222222
89.20222222,72.65111111
88.93888889,72.64888889
88.93444444,72.64555556
90.46666667,72.64
91.06,72.62444444
82.33777778,72.61111111
89.85888889,72.6
89.56444444,72.59777778
88.98333333,72.59333333
87.13444444,72.59222222
89.27555556,72.58444444
89.97222222,72.56444444
89.06666667,72.55222222
90.09888889,72.55
88.85666667,72.54333333
90.00222222,72.53555556
90.66,72.52777778
89.52666667,72.52777778
87.11555556,72.52444444
89.86555556,72.52111111
88.54333333,72.52111111
89.04222222,72.51777778
88.67888889,72.50888889
91.27333333,72.50555556
90.40555556,72.50555556
91.11444444,72.49333333
89.86222222,72.49333333
91.33333333,72.49
90.45777778,72.48888889
89.02444444,72.47555556
88.79666667,72.47444444
89.70444444,72.46666667
91.06777778,72.46
89.20333333,72.46
89.27222222,72.45555556
88.77777778,72.45333333
90.05,72.44111111
89.10555556,72.42555556
90.06444444,72.42333333
89.85555556,72.42
106,72.41777778
89.14111111,72.41111111
88.93333333,72.40888889
90.74222222,72.40666667
89.29888889,72.40666667
89.01444444,72.40666667
89.71,72.40555556
90.22222222,72.40222222
90.02111111,72.39777778
89.86777778,72.39
91,72.38888889
90.54222222,72.38888889
88.92222222,72.38555556
89.56111111,72.38333333
89.80888889,72.37888889
89.71555556,72.37555556
90.13666667,72.36888889
90.11555556,72.36777778
90.27777778,72.34222222
90.33555556,72.34111111
90.59222222,72.34
88.93555556,72.34
89.20333333,72.33888889
90.79555556,72.33333333
88.93111111,72.33333333
90,72.33222222
89.40444444,72.32555556
89.11222222,72.32444444
88.31888889,72.32111111
89.69111111,72.32
88.88444444,72.31666667
89.57888889,72.30222222
91,72.29888889
90.27,72.29666667
90.15333333,72.29666667
91.00555556,72.29555556
90.74444444,72.27222222
89.12,72.27222222
89.06777778,72.27222222
91,72.27111111
90.06777778,72.27
90.82777778,72.26111111
89.31111111,72.25333333
89.52444444,72.21888889
90.41,72.20444444
90.88,72.20333333
89.73777778,72.20333333
91.06222222,72.20222222
90.72666667,72.20222222
89.85666667,72.20111111
89.09333333,72.18777778
90.1,72.18111111
90.34,72.17888889
89.67,72.15888889
90.27,72.15222222
89.35888889,72.15
89.74222222,72.14444444
90,72.14222222
90.71888889,72.13666667
89.71333333,72.13666667
90.63777778,72.13555556
90.59,72.13555556
90.53333333,72.12555556
89.72777778,72.12333333
89.98555556,72.12
89.86333333,72.11666667
89.15444444,72.11333333
90,72.10333333
91.64222222,72.10222222
89.93333333,72.09777778
91.47777778,72.08888889
91.16666667,72.07888889
89.61222222,72.06888889
90.93222222,72.06777778
90.05666667,72.06777778
90.06888889,72.06666667
91.18888889,72.05666667
90.79111111,72.05555556
89.96,72.05555556
89.79777778,72.03888889
89.85222222,72.03777778
91.14333333,72.03666667
90.85111111,72.00111111
91.36333333,72
91.20333333,72
91.13555556,72
91.04111111,72
91.02,72
91,72
90.99222222,72
90.95333333,72
90.94777778,72
90.93888889,72
90.79555556,72
90.72444444,72
90.54444444,72
90.54111111,72
90.45111111,72
90.26888889,72
90.09888889,72
90.06777778,72
90.06666667,72
90.01888889,72
90,72
89.94111111,72
89.91555556,72
89.90444444,72
89.81555556,72
89.79777778,72
89.79111111,72
89.79,72
89.76666667,72
89.75222222,72
89.72777778,72
89.71222222,72
89.66444444,72
89.57222222,72
89.52444444,72
89.47777778,72
89.45666667,72
89.42111111,72
89.38666667,72
89.34,72
89.33888889,72
89.30222222,72
89.18444444,72
89.18111111,72
89.14777778,72
89.13444444,72
89.06888889,72
89.04666667,72
89.00888889,72
88.99111111,72
88.73333333,72
88.68555556,72
88.67555556,72
88.59222222,72
88.58888889,72
88.54333333,72
88.26666667,72
87.25333333,72
87.18444444,72
87.12111111,72
87,72
89.20222222,71.99888889
90.07,71.98333333
89.61,71.95
89,71.94666667
91.06777778,71.93222222
89.33222222,71.93222222
90.45555556,71.93111111
89.99888889,71.90444444
90.00444444,71.88555556
89.86444444,71.87333333
89.59333333,71.87222222
90.59555556,71.86555556
89.47444444,71.86555556
90.06111111,71.86444444
88.88222222,71.86444444
88.81555556,71.86333333
90.78222222,71.84777778
90.34,71.83888889
88.64,71.83
89.32333333,71.81888889
89.12444444,71.81444444
88.78666667,71.81333333
90.03666667,71.81222222
90.89111111,71.80777778
90.05888889,71.79777778
90.79888889,71.79666667
90.03333333,71.78333333
106.0688889,71.77444444
90.92222222,71.75444444
90.78888889,71.74888889
89.02888889,71.74777778
90.47555556,71.74444444
91.72333333,71.72888889
89.73,71.72888889
88.86555556,71.72888889
91.60777778,71.71555556
90.08777778,71.70555556
91.00888889,71.70111111
89.07333333,71.69888889
91.86333333,71.67888889
88.15333333,71.67222222
89.93333333,71.66111111
88.73,71.66111111
90.40777778,71.66
90.08888889,71.66
90.05777778,71.66
90,71.66
91.28222222,71.65222222
89.86444444,71.64555556
89.06777778,71.64444444
89.93111111,71.63
91.26666667,71.62777778
90.19111111,71.62555556
89.72666667,71.62
88.60555556,71.61222222
90.45666667,71.61
90.72555556,71.60555556
89.67888889,71.59777778
90.09777778,71.59666667
89.04333333,71.59444444
90.78666667,71.58
90.93222222,71.57
89.85222222,71.56
91.18444444,71.55444444
90.93,71.55111111
89.33222222,71.54666667
90.05111111,71.54333333
88.18777778,71.52555556
88.19444444,71.50111111
90.01111111,71.49888889
89.20333333,71.49333333
90,71.48777778
91.08888889,71.47555556
89.33222222,71.47555556
91,71.47333333
90.06666667,71.46555556
88.27333333,71.46444444
90.20111111,71.45888889
90.53222222,71.45777778
91.32888889,71.45333333
90.66,71.43777778
90.86444444,71.43333333
91.06555556,71.43111111
90.40666667,71.42555556
88.59111111,71.42111111
90.02444444,71.41111111
89,71.40444444
89.63222222,71.40222222
91.15444444,71.39444444
91.62888889,71.38666667
89.93222222,71.38666667
91.28,71.38
89.93333333,71.38
91.12444444,71.36666667
90.05777778,71.33888889
88.18111111,71.33888889
90.76111111,71.33777778
89.86333333,71.33
88.91666667,71.32555556
88.35666667,71.32555556
89.68333333,71.32333333
90.21111111,71.30222222
91.92444444,71.27222222
89.78888889,71.27222222
89.74555556,71.27222222
91.13555556,71.27111111
90.93222222,71.27111111
90.10888889,71.27111111
89.75666667,71.27111111
88.71666667,71.27111111
90.73,71.27
90.21333333,71.26888889
91.24888889,71.26555556
91,71.25555556
91.06777778,71.24555556
90,71.23666667
90.90666667,71.23555556
90.06777778,71.22555556
90.19444444,71.21888889
90.05666667,71.21444444
90.40666667,71.20888889
90.06555556,71.20666667
90.39,71.19333333
90.28222222,71.18666667
89.12,71.16
88.38555556,71.12666667
90.90888889,71.11777778
90.17222222,71.11222222
90.72666667,71.11
91.14333333,71.09444444
89.59333333,71.09444444
89.20444444,71.08222222
89.63222222,71.08111111
89,71.07888889
90.27111111,71.06888889
91,71.06777778
90.99444444,71.04666667
90.21111111,71.04444444
89.53111111,71.04333333
90.89666667,71.03555556
89,71.02
90.47888889,71.01666667
90.45777778,71.01
90.33,71.00555556
106.1355556,71
92,71
91.93111111,71
91.40666667,71
91.39222222,71
91.34111111,71
91,71
90.91,71
90.84111111,71
90.83,71
90.79666667,71
90.68666667,71
90.59444444,71
90.59333333,71
90.39888889,71
90.37777778,71
90.35555556,71
90.34777778,71
90.32222222,71
90.31666667,71
90.28444444,71
90.28222222,71
90.27111111,71
90.24555556,71
90.21666667,71
90.21444444,71
90.19888889,71
90.19444444,71
90.14666667,71
90.13666667,71
90.06777778,71
90.06666667,71
90.05888889,71
90.05777778,71
90.04333333,71
90.03888889,71
90,71
89.97555556,71
89.79666667,71
89.75222222,71
89.56222222,71
89.32222222,71
89.20666667,71
89.20333333,71
89.13666667,71
89.06888889,71
89,71
88.94888889,71
88.93111111,71
88.92555556,71
88.80555556,71
88.72,71
88.65777778,71
88.64888889,71
88.45777778,71
88.40555556,71
88.25444444,71
88.25333333,71
89.99888889,70.99888889
88.13666667,70.99444444
89.65666667,70.99222222
90,70.98666667
90.29888889,70.98222222
91.06888889,70.97
91.34111111,70.93333333
90.27111111,70.93222222
90.11,70.93222222
90.09444444,70.93222222
90,70.93111111
90.02,70.92
91.04222222,70.90555556
89.69555556,70.89888889
90.45666667,70.89777778
89.12333333,70.89222222
90.57666667,70.88888889
90.86444444,70.87
89.27444444,70.86666667
90.21111111,70.86555556
90.64888889,70.86444444
90.20444444,70.86444444
89.97777778,70.86444444
91.43777778,70.86333333
91.29444444,70.86333333
90.30333333,70.86111111
90.05222222,70.85444444
91.80777778,70.84444444
91.79777778,70.84333333
91.06777778,70.83777778
91.56555556,70.81777778
90.79555556,70.80555556
92.08111111,70.80444444
90.74222222,70.80444444
90.15444444,70.79888889
90.88111111,70.79555556
89.73666667,70.79111111
90.53111111,70.78888889
91.89444444,70.78777778
89.86444444,70.78555556
91.33888889,70.78
90.82,70.75
89.65666667,70.74888889
90.90222222,70.74666667
90.08888889,70.73222222
90.20333333,70.73
90.33777778,70.72888889
91.52666667,70.72666667
90.25111111,70.71444444
91.59333333,70.70777778
92.00111111,70.69
89.47222222,70.68888889
92,70.67666667
90.69555556,70.67444444
90.33777778,70.67333333
90.93222222,70.66444444
90.29444444,70.66111111
91.79666667,70.65555556
91.40777778,70.65111111
91.02666667,70.64888889
88.67111111,70.64222222
91,70.61
91.91222222,70.60888889
90.47666667,70.59777778
90.28333333,70.59444444
89.33111111,70.59444444
90.48222222,70.59222222
89.89888889,70.58555556
